Code départemental de l’établissement;Capacité de l’établissement par formation;Effectif des admis néo bacheliers généraux ayant eu une mention au bac;Sélectivité
33;138;58;formation sélective
34;30;0;formation sélective
34;30;0;formation sélective
34;30;0;formation sélective
34;48;47;formation sélective
34;36;2;formation sélective
34;110;69;formation sélective
34;120;44;formation sélective
34;104;56;formation sélective
34;106;52;formation sélective
34;35;0;formation sélective
34;300;35;formation non sélective
34;275;52;formation non sélective
34;220;95;formation non sélective
34;45;0;formation non sélective
34;45;2;formation non sélective
34;45;10;formation non sélective
34;190;83;formation non sélective
34;65;7;formation non sélective
34;15;1;formation sélective
34;24;1;formation sélective
35;18;0;formation sélective
35;30;4;formation sélective
35;30;1;formation sélective
35;10;2;formation sélective
35;28;1;formation sélective
35;30;1;formation sélective
35;196;92;formation sélective
35;32;0;formation sélective
35;32;2;formation sélective
35;144;139;formation sélective
35;144;139;formation sélective
35;35;2;formation sélective
35;35;1;formation sélective
35;35;1;formation sélective
35;50;1;formation sélective
35;35;2;formation sélective
35;30;0;formation sélective
35;65;55;formation sélective
35;18;4;formation sélective
35;280;60;formation non sélective
22;100;14;formation non sélective
35;30;0;formation non sélective
35;20;0;formation sélective
35;30;1;formation sélective
35;34;14;formation sélective
35;35;9;formation sélective
35;46;5;formation sélective
35;117;45;formation sélective
36;20;4;formation non sélective
36;84;19;formation sélective
36;56;6;formation sélective
37;24;0;formation sélective
37;24;1;formation sélective
37;15;1;formation sélective
37;36;1;formation sélective
37;16;1;formation sélective
37;16;0;formation sélective
37;18;0;formation sélective
37;37;0;formation sélective
37;88;32;formation sélective
37;28;12;formation sélective
37;24;0;formation sélective
37;32;1;formation sélective
37;180;34;formation non sélective
37;160;34;formation non sélective
37;410;226;formation non sélective
37;250;91;formation non sélective
37;50;20;formation non sélective
37;50;8;formation non sélective
37;18;3;formation sélective
37;24;0;formation sélective
38;24;0;formation sélective
38;40;15;formation sélective
38;28;0;formation sélective
38;34;1;formation sélective
38;32;0;formation sélective
38;30;2;formation sélective
38;72;0;formation sélective
38;34;0;formation sélective
38;32;2;formation sélective
38;24;0;formation sélective
38;24;1;formation sélective
38;15;0;formation sélective
38;140;41;formation sélective
38;32;4;formation sélective
38;30;1;formation sélective
38;26;0;formation sélective
38;28;4;formation sélective
38;50;11;formation sélective
38;192;45;formation non sélective
38;35;24;formation sélective
38;15;2;formation non sélective
38;30;0;formation non sélective
38;130;39;formation non sélective
38;20;0;formation non sélective
38;40;6;formation non sélective
38;32;4;formation sélective
38;24;2;formation sélective
38;20;0;formation sélective
38;10;8;formation sélective
38;34;0;formation sélective
38;34;1;formation sélective
38;32;0;formation sélective
38;28;0;formation sélective
38;32;0;formation sélective
39;26;1;formation sélective
39;30;0;formation sélective
39;24;1;formation sélective
39;26;0;formation sélective
39;40;0;formation sélective
40;35;1;formation sélective
40;24;1;formation sélective
40;14;0;formation sélective
40;30;0;formation sélective
40;35;1;formation sélective
41;15;0;formation sélective
41;24;1;formation sélective
41;32;6;formation sélective
41;30;12;formation sélective
42;32;0;formation sélective
42;48;33;formation sélective
42;35;0;formation sélective
42;24;0;formation sélective
42;22;2;formation sélective
42;30;0;formation sélective
42;24;0;formation sélective
42;68;18;formation sélective
42;161;41;formation sélective
42;21;0;formation sélective
42;15;0;formation sélective
42;45;13;formation non sélective
42;60;9;formation non sélective
42;120;16;formation non sélective
42;15;0;formation sélective
42;52;2;formation non sélective
43;35;0;formation sélective
43;35;1;formation sélective
43;40;0;formation sélective
43;40;4;formation sélective
43;24;0;formation sélective
43;50;18;formation sélective
44;35;0;formation sélective
44;96;97;formation sélective
44;96;94;formation sélective
44;48;47;formation sélective
44;14;0;formation sélective
44;40;11;formation sélective
44;23;0;formation sélective
44;44;0;formation sélective
44;34;0;formation sélective
44;35;24;formation sélective
44;24;1;formation sélective
44;18;3;formation sélective
44;35;0;formation sélective
44;35;2;formation sélective
44;18;0;formation sélective
44;34;0;formation sélective
44;24;1;formation sélective
44;160;57;formation sélective
44;60;4;formation non sélective
44;230;39;formation non sélective
44;140;40;formation non sélective
44;235;63;formation non sélective
44;28;2;formation sélective
44;29;1;formation sélective
44;9;0;formation sélective
44;19;2;formation sélective
44;18;1;formation sélective
44;40;35;formation sélective
44;35;4;formation sélective
44;27;0;formation sélective
44;35;1;formation sélective
44;35;10;formation sélective
44;35;3;formation sélective
45;32;2;formation sélective
45;32;1;formation sélective
45;48;39;formation sélective
45;48;25;formation sélective
45;24;1;formation sélective
45;30;2;formation sélective
45;84;34;formation sélective
45;78;31;formation sélective
45;135;46;formation sélective
45;35;27;formation sélective
46;18;1;formation sélective
46;24;1;formation sélective
46;15;0;formation sélective
47;26;2;formation sélective
47;35;1;formation sélective
47;30;0;formation sélective
47;30;1;formation sélective
47;35;0;formation sélective
47;88;27;formation sélective
48;30;1;formation sélective
48;27;0;formation sélective
48;15;0;formation sélective
49;23;5;formation sélective
49;34;0;formation sélective
49;45;5;formation sélective
49;38;15;formation sélective
49;56;15;formation sélective
49;35;0;formation sélective
49;33;8;formation sélective
49;35;0;formation sélective
49;42;39;formation sélective
49;70;19;formation non sélective
49;280;102;formation non sélective
49;30;3;formation sélective
49;35;11;formation sélective
49;35;1;formation sélective
49;24;0;formation sélective
49;260;128;formation sélective
50;18;0;formation sélective
50;30;1;formation sélective
50;12;0;formation sélective
50;24;0;formation sélective
50;24;0;formation sélective
50;12;7;formation sélective
50;12;6;formation sélective
50;48;33;formation sélective
50;36;0;formation sélective
50;77;23;formation sélective
51;15;0;formation sélective
51;30;1;formation sélective
51;60;1;formation sélective
51;36;3;formation sélective
51;30;3;formation sélective
51;36;0;formation sélective
51;24;0;formation sélective
51;130;37;formation sélective
51;56;7;formation sélective
51;36;5;formation sélective
51;14;6;formation sélective
51;14;6;formation sélective
51;16;6;formation sélective
51;65;2;formation non sélective
51;250;53;formation non sélective
51;360;155;formation non sélective
51;35;1;formation sélective
51;36;1;formation sélective
51;36;10;formation sélective
52;27;3;formation sélective
52;35;0;formation sélective
52;35;0;formation sélective
52;12;0;formation sélective
53;18;0;formation sélective
53;10;0;formation sélective
53;10;1;formation sélective
53;35;2;formation sélective
53;24;3;formation sélective
53;78;42;formation sélective
53;110;47;formation sélective
53;50;12;formation non sélective
54;35;11;formation sélective
54;48;2;formation sélective
54;15;0;formation sélective
54;15;0;formation sélective
54;24;1;formation sélective
54;24;1;formation sélective
54;24;1;formation sélective
54;76;14;formation sélective
54;74;23;formation sélective
54;40;2;formation sélective
54;60;14;formation sélective
54;27;9;formation sélective
54;15;1;formation sélective
54;125;69;formation sélective
54;162;52;formation sélective
54;360;138;formation non sélective
54;90;7;formation non sélective
54;20;1;formation non sélective
54;170;41;formation non sélective
54;120;35;formation non sélective
54;36;0;formation sélective
54;15;0;formation sélective
54;35;0;formation sélective
55;35;3;formation sélective
55;18;0;formation sélective
55;24;0;formation sélective
55;15;0;formation sélective
56;48;34;formation sélective
56;35;1;formation sélective
56;35;1;formation sélective
56;12;0;formation sélective
56;35;1;formation sélective
56;38;3;formation sélective
56;168;62;formation sélective
56;75;12;formation sélective
56;70;10;formation non sélective
56;200;41;formation non sélective
56;37;9;formation sélective
57;24;0;formation sélective
57;35;2;formation sélective
57;70;5;formation sélective
57;35;17;formation sélective
57;24;0;formation sélective
57;15;0;formation sélective
57;16;2;formation sélective
57;16;0;formation sélective
57;104;21;formation sélective
57;78;21;formation sélective
57;24;0;formation sélective
57;24;0;formation sélective
57;35;1;formation sélective
57;24;1;formation sélective
57;350;46;formation non sélective
57;370;140;formation non sélective
57;80;10;formation non sélective
57;92;18;formation non sélective
57;36;10;formation sélective
57;30;6;formation sélective
57;45;4;formation sélective
57;52;5;formation sélective
57;56;7;formation sélective
58;15;0;formation sélective
58;24;0;formation sélective
58;24;0;formation sélective
58;29;0;formation sélective
58;24;0;formation sélective
58;23;0;formation sélective
58;24;2;formation sélective
58;24;0;formation sélective
58;27;2;formation sélective
58;18;0;formation sélective
59;18;1;formation sélective
59;35;1;formation sélective
59;24;0;formation sélective
59;24;3;formation sélective
59;24;1;formation sélective
59;35;0;formation sélective
59;48;43;formation sélective
59;33;5;formation sélective
59;48;15;formation sélective
59;35;2;formation sélective
59;35;5;formation sélective
59;24;1;formation sélective
59;96;87;formation sélective
59;144;138;formation sélective
59;15;1;formation sélective
59;45;2;formation sélective
59;24;0;formation sélective
59;13;6;formation sélective
59;32;0;formation sélective
59;72;70;formation sélective
59;59;0;formation sélective
59;35;0;formation sélective
59;35;0;formation sélective
59;35;7;formation sélective
59;90;36;formation sélective
59;84;28;formation sélective
59;42;17;formation sélective
59;35;0;formation sélective
59;28;0;formation sélective
59;15;0;formation sélective
59;25;1;formation sélective
59;168;35;formation sélective
59;50;10;formation sélective
59;48;11;formation sélective
59;30;0;formation sélective
59;36;0;formation sélective
59;24;0;formation sélective
59;24;1;formation sélective
59;72;4;formation sélective
59;35;2;formation non sélective
59;35;9;formation non sélective
59;30;6;formation sélective
59;35;1;formation non sélective
59;370;115;formation non sélective
59;180;43;formation non sélective
59;84;26;formation sélective
59;80;12;formation sélective
59;33;0;formation sélective
59;75;26;formation non sélective
59;30;1;formation sélective
59;30;1;formation sélective
59;30;5;formation sélective
59;15;0;formation sélective
59;30;1;formation sélective
59;45;3;formation sélective
59;30;5;formation sélective
59;25;12;formation sélective
59;84;32;formation sélective
60;18;1;formation sélective
60;35;0;formation sélective
60;33;4;formation sélective
60;35;7;formation sélective
60;80;13;formation sélective
61;18;1;formation sélective
61;30;0;formation sélective
61;22;0;formation sélective
61;35;0;formation sélective
61;24;1;formation sélective
61;62;9;formation sélective
62;48;38;formation sélective
62;33;0;formation sélective
62;24;0;formation sélective
62;28;0;formation sélective
62;15;0;formation sélective
62;30;0;formation sélective
62;35;3;formation sélective
62;35;2;formation sélective
62;32;1;formation sélective
62;35;0;formation sélective
62;35;1;formation sélective
62;35;1;formation sélective
62;72;9;formation non sélective
62;70;0;formation sélective
62;34;1;formation sélective
62;48;2;formation sélective
62;26;0;formation sélective
62;45;4;formation sélective
62;35;0;formation sélective
62;16;1;formation sélective
62;40;1;formation sélective
62;78;21;formation sélective
62;36;1;formation sélective
62;17;1;formation sélective
62;48;18;formation sélective
62;48;24;formation sélective
62;35;1;formation sélective
62;52;11;formation sélective
62;38;0;formation sélective
62;35;4;formation sélective
62;100;46;formation non sélective
62;40;7;formation non sélective
62;35;1;formation sélective
62;108;35;formation non sélective
62;214;21;formation non sélective
62;28;7;formation non sélective
62;130;44;formation non sélective
62;67;21;formation non sélective
62;35;0;formation sélective
62;127;18;formation sélective
62;95;32;formation sélective
62;30;0;formation sélective
63;30;4;formation sélective
63;24;0;formation sélective
63;24;0;formation sélective
63;24;10;formation sélective
63;35;2;formation sélective
63;48;23;formation sélective
63;100;54;formation sélective
63;12;5;formation sélective
63;50;6;formation non sélective
63;15;11;formation sélective
63;20;9;formation sélective
63;40;5;formation non sélective
63;30;13;formation sélective
63;120;18;formation non sélective
63;25;11;formation sélective
63;100;19;formation non sélective
63;160;24;formation non sélective
63;30;0;formation sélective
64;30;0;formation sélective
64;30;0;formation sélective
64;13;7;formation sélective
64;15;0;formation sélective
64;96;62;formation sélective
64;24;1;formation sélective
64;10;0;formation sélective
64;36;0;formation sélective
64;35;1;formation sélective
64;80;21;formation non sélective
64;100;41;formation non sélective
64;35;1;formation sélective
64;16;2;formation sélective
64;300;157;formation non sélective
64;72;21;formation sélective
64;48;45;formation sélective
64;80;20;formation non sélective
65;36;17;formation sélective
65;24;7;formation sélective
65;35;4;formation sélective
65;24;0;formation sélective
65;24;0;formation sélective
65;30;1;formation sélective
65;19;0;formation sélective
66;48;32;formation sélective
66;15;0;formation sélective
66;24;1;formation sélective
66;16;0;formation sélective
66;80;22;formation non sélective
66;64;12;formation non sélective
66;80;17;formation non sélective
66;19;1;formation sélective
66;36;1;formation sélective
67;35;2;formation sélective
67;24;0;formation sélective
67;21;2;formation sélective
67;21;3;formation sélective
67;24;0;formation sélective
67;30;8;formation sélective
67;35;25;formation sélective
67;24;0;formation sélective
67;60;0;formation sélective
67;70;13;formation sélective
67;26;0;formation sélective
67;16;2;formation sélective
67;30;13;formation sélective
67;30;8;formation sélective
67;40;5;formation sélective
67;28;2;formation sélective
67;34;5;formation sélective
67;24;0;formation sélective
67;29;1;formation sélective
67;92;34;formation sélective
67;40;12;formation non sélective
67;160;33;formation non sélective
67;295;95;formation non sélective
67;50;3;formation non sélective
67;315;80;formation non sélective
67;105;12;formation non sélective
67;300;67;formation non sélective
67;40;20;formation sélective
67;125;30;formation non sélective
68;24;0;formation sélective
68;96;42;formation sélective
68;48;10;formation sélective
68;35;14;formation sélective
68;36;5;formation sélective
68;32;27;formation sélective
68;24;2;formation sélective
68;26;0;formation sélective
68;54;15;formation sélective
68;40;5;formation non sélective
68;28;7;formation sélective
68;15;0;formation sélective
69;46;42;formation sélective
69;30;2;formation sélective
69;35;2;formation sélective
69;36;1;formation sélective
69;15;0;formation sélective
69;30;0;formation sélective
69;35;1;formation sélective
69;25;3;formation sélective
69;40;17;formation sélective
69;12;0;formation sélective
69;15;0;formation sélective
69;48;44;formation sélective
69;40;0;formation sélective
69;100;7;formation sélective
69;28;9;formation sélective
69;26;1;formation sélective
69;36;35;formation sélective
69;30;0;formation sélective
69;34;0;formation sélective
69;36;1;formation sélective
69;32;1;formation sélective
69;36;27;formation sélective
69;35;2;formation sélective
69;35;1;formation sélective
69;32;6;formation sélective
69;20;0;formation sélective
69;20;1;formation sélective
69;33;3;formation sélective
69;30;26;formation sélective
69;224;94;formation sélective
69;36;3;formation non sélective
69;70;30;formation non sélective
69;5;2;formation sélective
69;5;2;formation sélective
69;5;1;formation sélective
69;5;3;formation sélective
69;5;5;formation sélective
69;24;1;formation sélective
69;24;5;formation sélective
69;26;0;formation sélective
69;28;0;formation sélective
69;24;0;formation sélective
69;78;12;formation sélective
69;84;26;formation sélective
70;24;1;formation sélective
70;10;0;formation sélective
70;24;0;formation sélective
71;36;0;formation sélective
71;15;1;formation sélective
71;24;0;formation sélective
71;24;2;formation sélective
71;12;1;formation sélective
71;2;0;formation sélective
71;24;1;formation sélective
71;72;19;formation sélective
71;74;6;formation sélective
71;63;7;formation non sélective
71;35;0;formation sélective
72;48;25;formation sélective
72;15;0;formation sélective
72;35;3;formation sélective
72;35;0;formation sélective
72;80;2;formation non sélective
72;140;60;formation non sélective
72;11;0;formation sélective
72;68;4;formation sélective
72;20;0;formation sélective
73;24;1;formation sélective
73;36;0;formation sélective
73;14;0;formation sélective
73;12;0;formation sélective
73;16;0;formation sélective
73;26;3;formation sélective
73;16;0;formation sélective
73;45;2;formation non sélective
73;35;35;formation non sélective
73;10;0;formation sélective
73;24;0;formation sélective
73;26;16;formation sélective
74;35;1;formation sélective
74;24;0;formation sélective
74;15;1;formation sélective
74;15;1;formation sélective
74;24;0;formation sélective
74;34;0;formation sélective
74;30;2;formation sélective
74;30;1;formation sélective
74;15;1;formation sélective
74;100;36;formation sélective
74;60;27;formation sélective
74;34;0;formation sélective
74;24;0;formation sélective
75;24;0;formation sélective
75;48;37;formation sélective
75;48;19;formation sélective
75;24;0;formation sélective
75;48;47;formation sélective
75;192;200;formation sélective
75;48;47;formation sélective
75;47;44;formation sélective
75;143;142;formation sélective
75;144;136;formation sélective
75;45;43;formation sélective
75;48;39;formation sélective
75;96;92;formation sélective
75;24;0;formation sélective
75;24;2;formation sélective
75;24;0;formation sélective
75;35;0;formation sélective
75;35;0;formation sélective
75;48;48;formation sélective
75;96;82;formation sélective
75;30;0;formation sélective
75;48;32;formation sélective
75;72;2;formation sélective
75;24;0;formation sélective
75;70;5;formation sélective
75;30;0;formation sélective
75;30;0;formation sélective
75;35;4;formation sélective
75;35;1;formation sélective
75;22;0;formation sélective
75;30;1;formation sélective
75;35;0;formation sélective
75;48;40;formation sélective
75;144;134;formation sélective
75;48;42;formation sélective
75;48;40;formation sélective
75;70;2;formation sélective
75;24;11;formation sélective
75;24;0;formation sélective
75;35;7;formation sélective
75;24;0;formation sélective
75;25;22;formation sélective
75;175;85;formation non sélective
75;630;346;formation non sélective
75;285;87;formation non sélective
75;750;524;formation non sélective
75;50;9;formation non sélective
75;20;3;formation non sélective
75;230;128;formation non sélective
75;70;1;formation non sélective
75;155;26;formation non sélective
75;135;43;formation non sélective
75;115;51;formation sélective
75;82;13;formation non sélective
75;64;15;formation non sélective
75;163;43;formation non sélective
75;165;76;formation sélective
75;65;36;formation sélective
75;35;0;formation sélective
75;10;0;formation non sélective
75;15;0;formation non sélective
75;150;32;formation non sélective
75;320;134;formation sélective
75;30;0;formation non sélective
75;10;0;formation non sélective
75;30;1;formation non sélective
75;30;2;formation non sélective
75;25;0;formation non sélective
75;20;1;formation non sélective
75;10;0;formation non sélective
75;90;7;formation non sélective
75;30;5;formation non sélective
75;30;0;formation non sélective
75;40;2;formation sélective
75;100;22;formation non sélective
75;120;7;formation non sélective
75;110;18;formation non sélective
75;94;94;formation sélective
75;138;138;formation sélective
75;39;33;formation sélective
75;32;0;formation sélective
75;40;0;formation sélective
75;40;2;formation sélective
75;70;1;formation sélective
75;35;0;formation sélective
75;36;0;formation sélective
75;36;1;formation sélective
75;36;1;formation sélective
75;33;1;formation sélective
75;168;68;formation sélective
75;28;10;formation sélective
75;18;0;formation sélective
75;30;2;formation sélective
76;35;4;formation sélective
76;35;0;formation sélective
76;15;0;formation sélective
76;15;0;formation sélective
76;35;3;formation sélective
76;48;14;formation sélective
76;35;0;formation sélective
76;30;1;formation sélective
76;15;1;formation sélective
76;35;1;formation sélective
76;35;8;formation sélective
76;30;1;formation sélective
76;27;6;formation sélective
76;78;12;formation sélective
76;15;2;formation sélective
76;52;11;formation sélective
76;50;18;formation sélective
76;56;12;formation sélective
76;20;10;formation sélective
76;20;18;formation sélective
76;35;2;formation sélective
76;40;6;formation non sélective
76;108;38;formation non sélective
76;10;0;formation sélective
76;35;2;formation sélective
76;15;0;formation sélective
76;15;0;formation sélective
76;20;7;formation sélective
76;36;0;formation sélective
77;35;0;formation sélective
77;24;1;formation sélective
77;32;9;formation sélective
77;35;0;formation sélective
77;35;0;formation sélective
77;24;0;formation sélective
77;28;0;formation sélective
77;35;35;formation sélective
77;46;14;formation sélective
77;60;3;formation sélective
77;22;0;formation sélective
77;35;1;formation sélective
77;13;1;formation sélective
77;13;0;formation sélective
77;13;2;formation sélective
77;24;0;formation sélective
77;24;0;formation sélective
77;35;1;formation sélective
77;24;3;formation sélective
77;35;0;formation sélective
77;24;6;formation sélective
77;24;0;formation sélective
77;34;0;formation sélective
77;35;5;formation sélective
77;35;2;formation sélective
77;35;0;formation sélective
77;24;1;formation sélective
77;24;3;formation sélective
77;33;0;formation sélective
77;84;34;formation sélective
77;51;7;formation sélective
77;105;47;formation sélective
77;70;50;formation sélective
77;70;30;formation non sélective
77;15;8;formation sélective
77;250;88;formation non sélective
78;35;1;formation sélective
78;35;0;formation sélective
78;24;0;formation sélective
78;270;77;formation non sélective
78;58;19;formation sélective
78;160;32;formation non sélective
78;52;15;formation sélective
78;56;7;formation sélective
78;33;19;formation sélective
78;24;0;formation sélective
78;30;0;formation sélective
78;48;47;formation sélective
78;26;0;formation sélective
78;26;0;formation sélective
78;35;4;formation sélective
78;60;2;formation sélective
78;35;1;formation sélective
78;42;41;formation sélective
78;40;0;formation sélective
79;18;0;formation sélective
79;18;0;formation sélective
79;29;2;formation sélective
79;60;18;formation sélective
79;12;0;formation sélective
79;24;1;formation sélective
80;96;85;formation sélective
80;18;1;formation sélective
80;35;1;formation sélective
80;35;3;formation sélective
80;156;67;formation sélective
80;181;57;formation sélective
80;16;0;formation sélective
80;15;1;formation sélective
80;36;13;formation non sélective
80;82;20;formation non sélective
80;53;0;formation sélective
80;42;0;formation sélective
80;23;0;formation sélective
80;24;1;formation sélective
80;15;0;formation sélective
80;35;5;formation sélective
81;30;0;formation sélective
81;24;0;formation sélective
81;35;2;formation sélective
81;48;39;formation sélective
81;36;2;formation sélective
81;24;26;formation sélective
81;24;0;formation sélective
81;74;36;formation sélective
81;100;32;formation non sélective
81;80;34;formation non sélective
81;90;11;formation non sélective
81;15;0;formation sélective
82;17;0;formation sélective
83;27;0;formation sélective
83;59;5;formation sélective
83;164;65;formation sélective
83;140;16;formation non sélective
83;90;11;formation non sélective
83;4;0;formation sélective
83;32;6;formation sélective
83;35;5;formation sélective
83;81;25;formation sélective
83;36;0;formation sélective
83;13;0;formation sélective
83;21;0;formation sélective
83;18;0;formation sélective
84;25;25;formation sélective
84;36;1;formation sélective
84;32;2;formation sélective
84;38;0;formation sélective
84;28;1;formation sélective
84;17;1;formation sélective
84;17;0;formation sélective
84;40;0;formation sélective
84;44;6;formation sélective
84;145;29;formation non sélective
84;120;13;formation non sélective
84;110;78;formation sélective
84;130;30;formation non sélective
84;100;7;formation non sélective
84;16;2;formation sélective
85;35;0;formation sélective
85;18;4;formation sélective
85;18;3;formation sélective
85;34;5;formation sélective
85;18;0;formation sélective
85;13;0;formation sélective
85;8;5;formation sélective
85;8;1;formation sélective
85;15;0;formation sélective
85;40;3;formation non sélective
85;50;9;formation non sélective
85;60;26;formation non sélective
85;29;13;formation sélective
86;10;0;formation sélective
86;35;1;formation sélective
86;48;48;formation sélective
86;96;66;formation sélective
86;75;17;formation sélective
86;12;0;formation sélective
86;30;2;formation sélective
86;32;1;formation sélective
87;35;0;formation sélective
87;35;2;formation sélective
87;24;4;formation sélective
87;30;29;formation sélective
87;26;1;formation sélective
87;24;0;formation sélective
87;72;49;formation sélective
87;48;15;formation sélective
87;32;3;formation sélective
87;75;17;formation non sélective
87;25;6;formation non sélective
87;150;58;formation non sélective
87;12;3;formation sélective
88;35;0;formation sélective
88;24;0;formation sélective
88;24;2;formation sélective
88;15;0;formation sélective
88;24;1;formation sélective
88;15;1;formation sélective
88;19;3;formation sélective
88;30;0;formation sélective
89;15;1;formation sélective
89;27;3;formation sélective
89;18;0;formation sélective
90;18;0;formation sélective
90;40;0;formation sélective
90;24;0;formation sélective
90;70;18;formation sélective
91;30;0;formation sélective
91;28;0;formation sélective
91;34;1;formation sélective
91;38;5;formation sélective
91;28;0;formation sélective
91;48;47;formation sélective
91;44;43;formation sélective
91;32;0;formation sélective
91;30;1;formation sélective
91;30;0;formation sélective
91;34;0;formation sélective
91;35;2;formation sélective
91;35;1;formation sélective
91;30;1;formation sélective
91;30;0;formation sélective
91;120;38;formation sélective
91;65;57;formation non sélective
91;30;1;formation sélective
91;96;10;formation sélective
91;26;0;formation sélective
91;170;48;formation non sélective
91;155;33;formation non sélective
91;20;1;formation sélective
91;39;10;formation sélective
92;38;36;formation sélective
92;12;4;formation sélective
92;28;0;formation sélective
92;36;0;formation sélective
92;90;89;formation sélective
92;30;2;formation sélective
92;47;45;formation sélective
92;96;86;formation sélective
92;48;48;formation sélective
92;35;1;formation sélective
92;48;46;formation sélective
92;38;0;formation sélective
92;48;47;formation sélective
92;38;41;formation sélective
92;16;0;formation sélective
92;85;21;formation sélective
92;115;104;formation sélective
92;430;131;formation non sélective
92;80;23;formation sélective
92;127;23;formation non sélective
92;170;75;formation non sélective
92;33;1;formation sélective
92;355;256;formation non sélective
92;20;19;formation sélective
92;37;3;formation sélective
92;30;0;formation sélective
92;36;0;formation sélective
92;47;18;formation sélective
93;15;8;formation sélective
93;28;0;formation sélective
93;35;1;formation sélective
93;32;1;formation sélective
93;22;0;formation sélective
93;35;16;formation sélective
93;24;0;formation sélective
93;24;2;formation sélective
93;35;17;formation sélective
93;52;7;formation sélective
93;186;55;formation sélective
93;25;0;formation sélective
93;170;39;formation non sélective
93;120;21;formation non sélective
93;25;6;formation non sélective
93;36;1;formation sélective
93;13;0;formation sélective
93;300;107;formation non sélective
93;35;0;formation sélective
93;35;27;formation sélective
93;12;1;formation sélective
93;88;24;formation sélective
93;48;7;formation sélective
93;28;2;formation sélective
94;45;43;formation sélective
94;24;0;formation sélective
94;35;0;formation sélective
94;32;1;formation sélective
94;96;96;formation sélective
94;144;118;formation sélective
94;35;2;formation sélective
94;34;2;formation sélective
94;24;1;formation sélective
94;15;0;formation sélective
94;24;2;formation sélective
94;35;0;formation sélective
94;42;10;formation sélective
94;28;0;formation sélective
94;18;1;formation sélective
94;34;0;formation sélective
94;34;0;formation sélective
94;16;1;formation sélective
94;206;54;formation non sélective
94;800;332;formation non sélective
94;50;13;formation non sélective
94;33;4;formation sélective
94;33;9;formation sélective
94;26;9;formation sélective
94;12;0;formation sélective
94;24;5;formation sélective
94;33;0;formation sélective
94;32;1;formation sélective
94;34;1;formation sélective
94;20;0;formation sélective
94;78;35;formation sélective
95;29;0;formation sélective
95;28;0;formation sélective
95;40;23;formation sélective
95;24;1;formation sélective
95;30;0;formation sélective
95;34;2;formation sélective
95;35;1;formation sélective
95;35;1;formation sélective
95;35;0;formation sélective
95;24;0;formation sélective
95;24;0;formation sélective
95;28;0;formation sélective
95;35;1;formation sélective
95;53;2;formation sélective
95;105;36;formation sélective
95;96;18;formation sélective
95;30;1;formation sélective
95;25;14;formation sélective
95;65;31;formation sélective
95;35;2;formation sélective
95;56;11;formation sélective
20;15;1;formation sélective
20;24;4;formation sélective
20;30;0;formation sélective
20;24;2;formation sélective
20;16;2;formation sélective
20;50;3;formation sélective
20;12;1;formation sélective
20;30;2;formation non sélective
971;28;0;formation sélective
971;45;36;formation sélective
971;45;25;formation sélective
972;30;4;formation sélective
972;45;24;formation sélective
972;12;2;formation sélective
972;26;0;formation sélective
972;24;2;formation sélective
972;24;0;formation sélective
972;28;0;formation sélective
972;28;2;formation sélective
972;16;0;formation sélective
972;80;2;formation sélective
972;30;0;formation sélective
972;24;0;formation sélective
972;30;0;formation sélective
973;24;2;formation sélective
973;24;4;formation sélective
973;60;0;formation non sélective
974;48;41;formation sélective
974;48;47;formation sélective
974;35;5;formation sélective
974;42;40;formation sélective
974;35;2;formation sélective
974;24;2;formation sélective
974;30;0;formation sélective
974;24;0;formation sélective
974;650;147;formation non sélective
974;60;9;formation sélective
974;24;1;formation sélective
974;24;0;formation sélective
974;35;19;formation sélective
974;25;8;formation sélective
974;25;9;formation sélective
974;14;0;formation sélective
974;120;4;formation non sélective
974;10;0;formation sélective
974;18;0;formation sélective
987;52;0;formation sélective
987;200;13;formation non sélective
987;80;16;formation non sélective
987;26;1;formation sélective
45;70;16;formation sélective
71;25;4;formation sélective
1;40;1;formation sélective
19;40;5;formation sélective
65;40;4;formation sélective
20;24;0;formation sélective
69;96;26;formation sélective
31;28;24;formation sélective
88;24;0;formation sélective
38;20;2;formation non sélective
34;72;0;formation sélective
34;70;61;formation non sélective
59;157;150;formation sélective
75;25;8;formation sélective
59;95;92;formation sélective
75;10;4;formation sélective
13;295;79;formation non sélective
13;335;51;formation non sélective
13;36;21;formation sélective
59;100;0;formation non sélective
59;240;18;formation non sélective
30;30;4;formation sélective
80;15;1;formation sélective
60;13;1;formation sélective
13;70;18;formation non sélective
44;7;2;formation sélective
91;20;17;formation sélective
91;15;6;formation sélective
21;85;35;formation non sélective
972;30;0;formation sélective
45;24;2;formation sélective
32;12;0;formation sélective
63;28;0;formation sélective
92;16;0;formation sélective
95;12;0;formation sélective
68;15;11;formation sélective
13;16;1;formation sélective
75;15;0;formation sélective
973;19;0;formation sélective
20;12;0;formation sélective
83;25;0;formation sélective
972;38;3;formation sélective
29;32;2;formation sélective
29;125;7;formation non sélective
59;20;2;formation sélective
69;35;3;formation sélective
976;35;1;formation sélective
80;100;75;formation non sélective
976;24;0;formation sélective
976;12;0;formation sélective
33;12;2;formation sélective
75;37;30;formation sélective
84;220;54;formation non sélective
976;120;18;formation non sélective
12;16;0;formation sélective
976;80;15;formation non sélective
976;80;13;formation non sélective
20;100;15;formation non sélective
54;120;43;formation non sélective
