Code départemental de l’établissement;Capacité de l’établissement par formation;Effectif des admis néo bacheliers généraux ayant eu une mention au bac;Sélectivité
57;80;22;formation non sélective
75;60;9;formation sélective
75;10;2;formation sélective
44;30;0;formation sélective
972;30;2;formation sélective
59;48;14;formation sélective
67;30;17;formation sélective
74;15;1;formation sélective
34;33;1;formation sélective
67;50;4;formation non sélective
77;12;0;formation sélective
34;15;0;formation sélective
7;15;1;formation sélective
91;30;13;formation sélective
49;24;3;formation sélective
44;15;0;formation sélective
85;24;0;formation sélective
59;48;25;formation sélective
34;48;21;formation sélective
78;36;0;formation sélective
94;90;54;formation sélective
94;35;19;formation sélective
82;24;0;formation sélective
51;18;0;formation sélective
51;30;0;formation sélective
30;20;0;formation sélective
59;80;21;formation non sélective
80;53;6;formation sélective
57;18;0;formation sélective
17;35;21;formation sélective
77;25;0;formation sélective
21;6;0;formation sélective
94;26;0;formation sélective
24;22;0;formation sélective
43;16;2;formation sélective
66;32;6;formation sélective
18;28;5;formation sélective
69;24;2;formation sélective
21;6;0;formation sélective
75;35;0;formation sélective
33;15;0;formation sélective
59;35;1;formation sélective
87;24;0;formation sélective
92;130;115;formation non sélective
44;17;16;formation sélective
34;40;36;formation sélective
21;150;82;formation non sélective
25;15;9;formation sélective
51;436;136;formation non sélective
92;35;8;formation non sélective
93;55;4;formation non sélective
25;18;4;formation sélective
54;15;0;formation sélective
76;216;44;formation non sélective
6;720;376;formation non sélective
25;90;31;formation non sélective
987;18;1;formation sélective
93;315;93;formation non sélective
93;215;14;formation non sélective
93;125;97;formation non sélective
93;95;7;formation non sélective
93;70;27;formation non sélective
67;70;0;formation sélective
49;15;3;formation sélective
17;15;11;formation sélective
59;500;107;formation non sélective
75;10;3;formation sélective
31;45;38;formation sélective
49;20;8;formation sélective
974;17;0;formation sélective
75;15;0;formation sélective
59;360;97;formation non sélective
59;55;8;formation non sélective
59;55;7;formation non sélective
76;70;8;formation non sélective
59;72;30;formation non sélective
85;44;5;formation sélective
28;24;0;formation sélective
974;24;0;formation sélective
44;18;0;formation sélective
49;18;1;formation sélective
974;28;0;formation sélective
86;36;0;formation sélective
59;200;82;formation non sélective
91;14;0;formation sélective
67;40;0;formation sélective
9;12;0;formation sélective
31;22;1;formation sélective
6;15;0;formation sélective
13;14;0;formation sélective
67;12;1;formation sélective
68;12;0;formation sélective
42;14;1;formation sélective
69;72;59;formation sélective
67;50;6;formation sélective
78;28;1;formation sélective
31;24;5;formation sélective
57;15;2;formation sélective
75;30;0;formation sélective
51;27;4;formation sélective
19;10;0;formation sélective
62;30;5;formation sélective
26;46;1;formation sélective
26;32;1;formation sélective
92;15;15;formation sélective
971;25;1;formation sélective
973;16;1;formation sélective
89;52;16;formation sélective
57;5;0;formation sélective
34;8;0;formation sélective
93;65;8;formation non sélective
93;50;11;formation non sélective
75;30;23;formation sélective
33;15;0;formation sélective
85;15;1;formation sélective
77;60;22;formation sélective
81;22;1;formation sélective
75;22;2;formation non sélective
49;20;8;formation non sélective
22;45;5;formation non sélective
44;115;42;formation non sélective
35;10;2;formation sélective
37;14;0;formation sélective
59;32;0;formation sélective
38;25;9;formation non sélective
93;40;12;formation sélective
76;9;1;formation sélective
76;6;2;formation sélective
45;25;0;formation sélective
45;19;0;formation sélective
82;18;0;formation sélective
12;12;1;formation sélective
67;40;23;formation sélective
78;14;0;formation sélective
91;32;0;formation sélective
95;15;0;formation sélective
62;30;0;formation sélective
19;16;0;formation sélective
24;24;0;formation sélective
22;14;1;formation sélective
70;12;0;formation sélective
59;15;0;formation sélective
26;12;0;formation sélective
62;36;3;formation sélective
93;32;1;formation sélective
974;15;0;formation sélective
76;10;0;formation sélective
29;12;0;formation sélective
84;64;9;formation non sélective
75;50;40;formation non sélective
33;80;33;formation non sélective
33;25;24;formation sélective
95;38;0;formation sélective
72;11;1;formation sélective
54;24;0;formation sélective
73;18;4;formation non sélective
73;15;8;formation sélective
73;15;8;formation sélective
38;10;2;formation sélective
67;14;4;formation sélective
13;30;14;formation sélective
6;35;18;formation sélective
44;10;0;formation sélective
33;25;13;formation sélective
30;24;16;formation sélective
75;350;20;formation sélective
37;22;0;formation sélective
22;18;1;formation sélective
987;10;0;formation sélective
38;14;0;formation sélective
10;84;16;formation sélective
61;6;0;formation sélective
93;14;8;formation sélective
31;13;5;formation sélective
1;13;0;formation sélective
67;30;0;formation sélective
30;18;3;formation sélective
75;24;0;formation sélective
68;20;0;formation sélective
85;25;2;formation sélective
42;15;0;formation sélective
987;26;15;formation sélective
974;10;0;formation sélective
974;15;0;formation sélective
90;10;1;formation sélective
987;17;1;formation sélective
92;76;20;formation non sélective
35;40;3;formation non sélective
38;15;2;formation sélective
33;110;58;formation non sélective
44;95;37;formation non sélective
14;90;15;formation non sélective
38;32;17;formation sélective
38;32;25;formation sélective
35;200;68;formation non sélective
40;15;1;formation sélective
35;255;67;formation non sélective
30;12;0;formation sélective
37;33;6;formation sélective
54;50;20;formation sélective
69;69;11;formation sélective
38;33;3;formation sélective
75;20;4;formation non sélective
972;50;6;formation non sélective
21;30;6;formation sélective
14;25;1;formation non sélective
14;25;5;formation non sélective
971;80;15;formation non sélective
78;70;58;formation non sélective
14;50;1;formation non sélective
21;10;2;formation sélective
29;4;1;formation sélective
987;20;14;formation sélective
40;6;0;formation sélective
89;9;0;formation sélective
78;30;0;formation sélective
59;24;1;formation sélective
56;12;0;formation sélective
59;36;1;formation sélective
35;15;1;formation sélective
67;20;6;formation sélective
50;15;1;formation sélective
978;18;0;formation sélective
971;15;0;formation sélective
41;18;1;formation sélective
37;19;1;formation sélective
11;30;1;formation sélective
60;28;3;formation sélective
80;35;2;formation sélective
77;24;0;formation sélective
54;15;0;formation sélective
59;10;0;formation sélective
63;6;0;formation sélective
34;32;0;formation sélective
13;15;0;formation sélective
26;24;2;formation sélective
31;23;0;formation sélective
32;12;0;formation sélective
77;24;0;formation sélective
14;25;1;formation non sélective
69;12;0;formation sélective
972;20;0;formation sélective
93;22;0;formation sélective
13;15;0;formation sélective
93;24;0;formation sélective
65;12;0;formation sélective
73;15;3;formation sélective
67;11;0;formation sélective
45;48;0;formation sélective
83;70;10;formation non sélective
30;15;0;formation sélective
6;100;10;formation non sélective
6;90;19;formation non sélective
6;455;125;formation non sélective
6;35;9;formation sélective
6;35;7;formation sélective
93;30;0;formation sélective
13;50;39;formation non sélective
13;20;3;formation non sélective
37;90;3;formation sélective
83;15;0;formation sélective
91;32;1;formation sélective
91;18;0;formation sélective
974;56;22;formation sélective
92;28;1;formation sélective
25;12;0;formation sélective
31;50;19;formation non sélective
51;35;3;formation non sélective
68;40;3;formation non sélective
68;10;0;formation non sélective
87;25;13;formation non sélective
87;32;1;formation non sélective
13;516;74;formation non sélective
86;240;127;formation non sélective
43;18;0;formation sélective
27;12;0;formation sélective
19;24;13;formation sélective
38;2000;2;formation sélective
38;1600;3;formation sélective
38;800;0;formation sélective
72;30;11;formation sélective
86;1500;12;formation sélective
59;170;149;formation non sélective
92;130;9;formation non sélective
93;34;0;formation sélective
59;910;479;formation non sélective
17;35;4;formation sélective
20;50;0;formation non sélective
68;10;1;formation non sélective
67;24;1;formation sélective
86;15;7;formation sélective
86;15;7;formation sélective
973;50;12;formation non sélective
973;90;19;formation non sélective
25;12;0;formation sélective
29;50;22;formation non sélective
30;68;16;formation non sélective
32;18;0;formation sélective
81;24;0;formation sélective
16;25;4;formation sélective
22;27;1;formation sélective
62;15;1;formation sélective
75;12;0;formation sélective
83;24;0;formation sélective
971;28;1;formation sélective
49;22;0;formation sélective
51;4;1;formation sélective
67;4;0;formation sélective
67;2;0;formation sélective
59;12;0;formation sélective
44;4;1;formation sélective
92;4;0;formation sélective
18;10;0;formation sélective
34;15;0;formation sélective
73;28;7;formation sélective
33;40;21;formation non sélective
67;15;0;formation sélective
67;15;0;formation sélective
21;24;7;formation sélective
69;28;1;formation sélective
34;15;4;formation sélective
25;8;5;formation sélective
39;17;3;formation sélective
69;15;4;formation sélective
22;15;9;formation sélective
35;30;12;formation sélective
3;15;3;formation sélective
15;18;8;formation sélective
15;18;5;formation sélective
71;15;1;formation sélective
31;15;3;formation sélective
31;15;2;formation sélective
46;16;4;formation sélective
31;12;0;formation sélective
81;16;4;formation sélective
48;15;0;formation sélective
42;15;7;formation sélective
23;15;4;formation sélective
75;14;4;formation sélective
75;16;7;formation sélective
75;18;5;formation sélective
75;15;7;formation sélective
75;15;9;formation sélective
75;16;3;formation sélective
75;15;9;formation sélective
8;15;0;formation sélective
7;7;0;formation sélective
77;15;4;formation sélective
